73763,"Vischer-Merian Carl","Altersgenosse Burckhardts, Spross einer künstlerisch hochbegabten Familie von Basler Seidenfabrikanten, widmete er sich nach der Ausbildung zum Kaufmann nicht nur der von ihm geführten Firma im «Blauen Haus», sondern, schon vom Besuch des Pädagogiums her angeregt, in starker Weise wissenschaftlichen Studien. Als Besitzer des Schlosses Wildenstein im Baselbiet fühlte er sich von mittelalterlichen Themen angezogen, so dass sein Buch über Heman Sevogel (1880) und darauf eine Studie über den Basler Bürgermeister Hans Imer von Gilgenberg (1888) entstanden. Neben diesen, aus urkundlichen Quellen aufgebauten Arbeiten zur Lokalgeschichte fand er Zeit, seine Reiseerinnerungen in weniger anspruchsvollen, liebenswürdigen Schilderungen festzuhalten (Aus Umbrien, 1890; Ährenlese, 1893)."
73764,"Vischer Wilhelm",
73765,"Vögelin Anton Salomon","Sohn des Kirchenhistorikers Salomon V. (1774-1849), besuchte er das Zürcher Carolinum, wo Joh. Casp. v. Orelli sein Lehrer war, dann die Universitäten Leipzig und Berlin (Schleiermacher), wurde 1827 als Theologe ordiniert, beschritt aber dann doch unter dem Einfluss seines Leipziger Lehrers Gottfried Hermann die Laufbahn des Philologen. Am Carolinum als Lehrer lange zurückgesetzt und erst 1855 mit dem Griechischunterricht betraut, gehörte er auch zum Lehrkörper der Universität, wo er nach seiner Ernennung Extraordinarius wurde. Im Kontakt mit seinem Kollegen Hermann Köchly setzte hier für ihn ein fruchtbares wissenschaftliches Arbeiten ein. Doch betätigte er sich daneben aufs vielseitigste, besonders als Germanist, wo ihn lange Freundschaft mit Wilhelm Wackernagel verband, aber auch noch auf kirchlichem Gebiet und besonders durch Mitarbeit auf der Stadtbibliothek, deren Geschichte er schrieb. Auch die historische Denkmalpflege hatte in ihm einen begeisterten Helfer. Die durch seinen Sohn verkörperten demokratischen Tendenzen in Kirche und Staat verfolgte er mit innerem Schmerz."
73766,"Vögelin Friedrich Salomon","Friedrich Salomon Vögelin war ein Schweizer Theologe, Kunsthistoriker und Politiker."
73767,"Joseph V. Widmann","Joseph V. Widmann is a Swiss writer."
73768,"Wieland Carl Dietrich","Als Sohn des Inhabers der Schweighauserschen Druckerei, der am 8. Aug. 1833 im Kampf gegen die Basellandschäftler fiel, und jüngster Bruder von Burckhardts Verleger Hans W., studierte er in Basel, von 1850 an in Göttingen und dann in Berlin Jurisprudenz und eröffnete nach der praktischen Ausbildung und dem Notariatsexamen 1855 ein Bureau zusammen mit seinem Freund Hans Burckhardt, das er dann von 1859 bis 1883 allein weiterführte."
73769,"Friedrich Wöhler","Friedrich Wöhler was a German chemist, best known for his synthesis of urea, but also the first to isolate several chemical elements."
73770,"Eduard Wölfflin","Eduard (von) Wölfflin war ein Schweizer klassischer Philologe, der als Dozent und Professor in Zürich (1856–1875), Erlangen (1875–1880) und München (1880–1905) wirkte. Der Textkritiker und Universitätsprofessor initiierte das monumentale Unternehmen Thesaurus Linguae Latinae, ein Wörterbuch der lateinischen Sprache der gesamten Antike, das bis heute in München erstellt wird."
73771,"Alioth-Falkner Maria","Tochter des Basler Arztes Dr. Joh. Ludw. Falkner und der Eleonore Elisabeth La Roche, heiratete sie 1840 Daniel August Alioth (1826-1889), Teilhaber der von seinem Vater 1824 gegründeten Schappespinnerei J.S. Alioth in Basel. Der älteste Sohn aus dieser mit 7 Kindern gesegneten Ehe war Max Alioth."
73772,"Birmann Martin","Martin Birmann, geborener Grieder (* 26. November 1828 in Rünenberg; † 19. August 1890 in Liestal) war ein Schweizer Politiker. Er war Ständerat und erster Armeninspektor des Kantons Basel-Landschaft, Präsident mehrerer politischer und gemeinnütziger Organisationen sowie Schriftsteller."
73773,"Burckhardt-Brenner Anna Elisabeth","Tochter des Basler Psychiaters Prof. Dr. med. Joh. Friedr. Brenner und der Catharina Kern, vermählte sie sich am 19. April 1855 mit dem Basler Mathematiker, Gymnasiallehrers und späteren Rektor Carl Friedrich (Fritz) Burckhardt-Brenner, Sohn des Stadtschreibers Johannes B. (1803-1839)."
73774,"Cherbuin Christoph Friedrich","Aus dem waadtländischen Payerne stammend, wirkte C. von 1837 bis 1847 als Pfarrer im basellandschaftlichen Langenbruck, wurde dann als Lehrer an die 1813 gegründete Basler Töchterschule berufen und wirkte hier bis 1887, von 1862 an als Rektor. Sein pädagogisches Geschick in zahlreichen Fächern verhalf ihm zu großer Beliebtheit; während seiner Rektoratszeit vergrößerte sich nicht nur die Schule, sondern wurde auch ihr Lehrplan und ihre Ordnung wesentlich ausgebaut, wozu 1884 auch der Umzug in ein neues Schulhaus kam. Kirchlich gehörte Ch. der Reformpartei an."
73775,"Ignaz von Döllinger","Johann Joseph Ignaz von Döllinger was a German theologian, Catholic priest and church historian who rejected the dogma of papal infallibility. He is considered an important contributor to the doctrine, growth and development of the Old Catholic Church, though he himself never joined that denomination."
73776,"Hermann Friedrich Fridolin Eisele",
73777,"von Fischer Emanuel Friedrich Ludwig","Emanuel Friedrich Ludwig Fischer war ein Schweizer Botaniker. Sein botanisches Autorenkürzel lautet „L.Fisch.“."
73778,"Frey Hans","Ältester Sohn von J. H. Frey-Freivogel, studierte er in Basel und Berlin Geschichte und Philologie, promovierte 1861 an der Universität seiner Vaterstadt, begab sich auf Burckhardts Anraten aber nochmals für zwei Semester zu Waitz nach Göttingen. Nach vorübergehender Vorlesungstätigkeit (1870 / 1873) als Privatdozent in Basel trat er ins Schulamt über, durch welches er bis zu seinem Rücktritt 1906 völlig in Anspruch genommen wurde. Seine Mußezeit widmete er als begeisterter Freund des Gesanges der Basler Liedertafel; er war deren Präsident von 1876 bis 1896. Seine historische Schriftstellerei galt vor allem der Lokalgeschichte, die er mit mehreren Neujahrsblättern und Aufsätzen in den Basler Beiträgen zur Vaterländischen Geschichte sowie in Jahresberichten der Realschule bereicherte."
73779,"Eduard Hagenbach-Bischoff","Eduard Hagenbach-Bischoff was a Swiss physicist. The Hagenbach-Bischoff quota is named after him.
The son of the theologian Karl Rudolf Hagenbach studied physics and mathematics in Basel, Berlin, Geneva, Paris and obtained his Ph.D. in 1855 in Basel. He taught at the “Gewerbeschule” in Basel and was after his habilitation professor for mathematics at the University of Basel for one year. From 1863 to 1906 he was ordinary professor for physics in Basel. In 1874 he became director of the institute of physics at the newly founded “Bernoullianum” in Basel, and from 1874 to 1879 he was president of the Swiss Academy of Sciences.
Hagenbach-Bischoff was involved in the popularisation of science and at the “Bernoullianum” he gave more than 100 popular talks; i.e., in 1896, about the newly discovered X rays. His chair was taken over in 1906 by his son August Hagenbach, who worked in Spectroscopy."
73780,"Alexander Kaufmann","Alexander Kaufmann was a German poet and folklorist from Bonn."
73781,"Keller Johann Friedrich","Als Sohn des Pfarrers Joh. Hch. Keller geboren, der von 1837 bis 1875 im aargauischen Städtchen Zofingen amtete, ergriff er den Beruf eines Korrektors. Er starb in Frauenfeld (Thurgau)."
73782,"Franz von Löher","Franz von Löher numbered among the democrats during the revolutions of 1848 in Germany. He was a German jurist and historian. He toured the United States extensively."
73783,"von Miaskowski August","August von Miaskowski war ein deutscher Nationalökonom."
73784,"Theodor Opitz","Theodor Opitz was a German journalist from Silesia, which emerged through studies of the history of the French Revolution, in the 1848 revolution was active in Germany and after the Polish January Uprising in 1863 fled to Switzerland for political reasons from Silesia, where he worked as a journalist and translator."
73785,"Plüss Nathanael","In Basel aufgewachsen und hier (Zofinger) und in Göttingen sich mathematisch-naturwissenschaftlichen Studien widmend, war er Hauslehrer in Mailand und Bezirkslehrer in Aarau. Darauf folgte eine erfolgreiche Wirksamkeit am Basler Pädagogium und oberen Gymnasium als Mathematiklehrer."
73786,"Johann Rudolf Rahn","Johann Rudolf Rahn (* 24. April 1841 in Zürich; † 28. April 1912 ebenda) gilt als einer der Gründer der schweizerischen Denkmalpflege und Kunstforschung und -geschichte in der Schweiz. Oft wird er als «Vater der schweizerischen Kunstgeschichte» bezeichnet."
73787,"Ryhiner Benedikt Rudolf","Als Sohn des Johann Rudolf R. und der Anna Pauline Streckeisen erbte er ein Gut in Oberhofen am Thunersee, wanderte als fallit gewordener in die Vereinigten Staaten aus, wo er 1860 in Philadelphia ansässig und amerikanischer Staatsbürger wurde. In New York heiratete er die aus Riggisberg-Thurnen (Kt. Bern) gebürtige Magdalena Böhlen, später hielt er sich vorübergehend in London, Paris, dann 1880 in Basel wegen Erbschaftsangelegenheiten auf."
73788,"von Salis Arnold","Geboren im bündnerischen Bergell (heute Bregaglia) als Sohn des Pfarrers von Stampa und späteren Direktors der Basler Strafanstalt und einer aus Basel stammenden Mutter, besuchte v. S. seit 1860 die Basler Schulen und hatte hier als Lehrer Wilhelm Wackernagel und Jacob Burckhardt. Seit 1866 Student der Theologie in Basel, dann in Berlin und Tübingen, wurde er zuerst Pfarrer im thurgauischen Braunau (1871-1874), kam dann als Stadtpfarrer nach Liestal, 1886 nach Basel an die Kirche St. Leonhard und wurde 1891 Hauptpfarrer am Münster, als welcher er offiziell bis 1896 den Titel eines Antistes der Basler Kirche als letzter Träger dieses Amtes trug; in der Folge blieb er bis zu seiner Abbitte 1921 Präsident des Kirchenrats. Während seiner Amtszeit vollzog sich in Basel der wichtige Prozess der Trennung der Evangelisch-reformierten Kirche vom Staat. v. S. als Theologe ein Schüler des strengen Biblizisten Hermann Schultz, hervorragend als Prediger, wirkte in der Zeit der Richtungskämpfe doch auch als vermittelnder Schlichter. Den Protestanten in der Diaspora stand er als langjähriger Präsident des protestantisch-kirchlichen Hilfsvereins bei, wie auch seine historischen Studien vornehmlich dem Protestantismus in den romanischen Ländern galten. Kunstbetrachtung – eine große Italienreise 1879 – und literarisch-dichterisches Schaffen gehörten zu seinen Nebenbeschäftigungen, wie ihm überhaupt die Gestalt Burckhardts in ihrer positiven Einstellung zur Kunst stetiges Vorbild war."
73789,"Stadler Anna","Schwester Julius Stadlers,1841 verheiratet mit Kaufmann Wilhelm Basel aus Bremen, 1853 geschieden, später in Zürich wohnend, gestorben in München."
73790,"Gustav Teichmüller","Gustav Teichmüller was a German philosopher."
73791,"H. W. J. Thiersch","Heinrich Wilhelm Josias Thiersch, usually known as H. W. J. Thiersch, was a German philologist, theologian, and minister, active in the short-lived Catholic Apostolic Church."
73792,"Varrentrapp Konrad","Geboren in Braunschweig, studierte V. Geschichte als Schüler von Waitz (Göttingen), Ranke (Berlin) und schließlich v. Sybel (Bonn), bei welchem er promovierte. 1868 in Bonn habilitiert, kam er 1874 nach Marburg, das er von 1890 bis 1901 mit Straßburg vertauschte und wohin er wieder zurückkehrte. Sein Lehrer von Sybel betraute ihn 1869 mit der Redaktion der «Historischen Zeitschrift». Varrentraps eigene Forschungen galten zunächst dem Mittelalter, später vor allem der deutschen Reformationsgeschichte und dem 19. Jahrhundert."
73793,"Karl Burckhardt-Iselin","Karl Burckhardt-Iselin war ein Schweizer Politiker.
Karl Burckhardt studierte Rechtswissenschaften an den Universitäten Basel, Göttingen, Berlin, Greifswald, Heidelberg und Paris. Er gehörte in Göttingen dem Corps Bremensia an. Nach Beendigung seiner Studien mit der Promotion zum Dr. iur. wurde er 1859 Staatskanzlist und Ratsschreiber in Basel, 1868 Untersuchungsrichter, 1871 Kriminal- und Polizeirichter, 1872 Gerichtspräsident.
Von 1861 bis 1873 gehörte Burckhardt dem Grossen Rat des Kantons Basel-Stadt an. 1873 wurde er (letzter) Bürgermeister von Basel. 1875 war er Verfassungsrat, nach der Totalrevision der Kantonsverfassung stand er von 1875 bis 1893 als Regierungsrat dem Polizeidepartement des Kantons Basel-Stadt vor. Parallel dazu gehörte er von 1875 bis September 1889 auch dem Nationalrat an, den er 1879/80 präsidierte. Er vertrat den linken Freisinn. Von 1880 bis Mai 1891 war er zugleich Ersatzmann am Bundesgericht."
73794,"Falkner Rudolf","Aus einem alten Basler Geschlecht stammend, wurde Falkner am Karlsruher Polytechnikum zum Förster ausgebildet. Er übernahm dann 1855 nach mathematischen Studien das Amt eines Grundbuchgeometers in Basel, gelangte hier 1873 in den Kleinen Rat und wurde bei der Verfassungsänderung 1875 Regierungsrat, als welcher er das Baudepartement bis zu seinem Rücktritt 1894 leitete. Brückenbauten und die während seiner Amtszeit durchgeführte Birsigkorrektion halten seinen Namen in Basel lebendig. Sekundant des radikalen Führers Wilhelm Klein, trat er auch in den kirchlichen Behörden auf dem freisinnigen Flügel hervor."
73795,"Hubert Albert","Als Spross des älteren Basler Geschlechtes dieses Namens und Urenkel des als «Larifuncus» bekannten revolutionären Agitators Johann Wernhard H., übernahm er zunächst die seit dem 17. Jahrhundert im Besitz seiner Vorfahren befindliche Apotheke an der Schifflände. Von 1878 an während mehrerer Jahrzehnte im Großen Rat, schloss er sich, als gleichzeitiger Führer im Gewerbeverein, dem linken Flügel der freisinnigen Partei an und betätigte sich im Redaktionskomitee des «Schweizerischen Volksfreundes»; seine sozialpolitischen Ziele verfolgte er als Mitglied zahlreicher staatlicher Kommissionen. Erst in späteren Jahren entschloss er sich zum Studium der Rechtswissenschaft, promovierte in Heidelberg und wurde 1893 zum Zivilgerichtspräsidenten gewählt. Seine Ambition, in die Regierung zu gelangen, führte nicht zum Erfolg, da er gegen Oberst Wilhelm -choff, dem er die Führung des Sanitätsdepartementes streitig zu machen suchte, unterlag. Mit seinen eigenen politischen Gesinnungsgenossen überworfen, ging er schließlich ins Lager der neugegründeten «Demokratischen Partei»"
73796,"Lendorff Carl","Aus Karlsruhe gebürtig, bürgerte sich der als Baumeister Ausgebildete in Basel ein, wo er mit der viertältesten Tochter von Burckhardts Schwager Melchior Berri 1860 seinen Hausstand gründete. Von seiner Tätigkeit als Architekt legen eine größere Anzahl stattlicher Wohnbauten in Basel Rechenschaft ab."
73797,"Paul Lindau","Paul Lindau was a German dramatist and novelist."
73798,"Nomis di Cossilla Augusto","Augusto Nomis di Cossilla è stato un politico italiano."
73799,"Stehelin Gustav","Nach dem frühen Verlust beider Eltern kam er mit 17 Jahren nach Basel, um dort eine kaufmännische Ausbildung in einem Tuchhandelsgeschäft zu absolvieren. Als Angestellter dieser Firma arbeitete er von 1863 bis 1868 in Mailand, war dann vorübergehend in Paris und kam 1870 nach Basel zurück. In dieser Zeit begann der intensive freundschaftliche Verkehr mit Burckhardt. Im Jahr 1881 zog er als Teilhaber der Firma Albert Hoffmann nach Mailand, was seinem brieflichen und persönlichen Kontakt zu Burckhardt keinesfalls beeinträchtigte. Nach der Liquidation des Mailänder Geschäfts ließ er sich endgültig in Basel nieder und betätigte sich hier als Vermögensverwalter. Sein stets gepflegtes Interesse an italienischer Literatur und Kunst, das er auch mit einer umfänglichen Sammlung von Photographien bekundete, führte ihn nun besonders häufig in Burckhardts Alterswohnung, bei dem er eine besondere Vertrauensstellung als Gesprächspartner und Berater genoß."
73800,"Adam Adolf","Der gebürtige Karlsruher betrat mit Erfolg die Laufbahn eines Steuerbeamten und arbeitete sich 1879 bis zum «verantwortlichen Verrechner» der Großherzoglichen Vermögensverwaltung empor. 1896 wurde er Vorstand des Hoffinanzamtes."
73801,"Baudry Jules","Als einfacher Angestellter im Buchhandel beginnend, assoziierte er sich 1840 mit dem Verlag Gide und betreute hier ein umfangreiches Programm von Luxuspublikationen (u. a. über Rembrandt, Reisebeschreibungen aus Alt-Frankreich in 17 Bänden, Jules Gailhabauds Architekturwerk), denen staatliche Unterstützung geliehen wurde. 1857 trennte er sich von Gide und trat nach mehrjähriger Pause mit Noblet in Liege in Verbindung, dessen Filiale in Paris er zunächst leitete. Auf dieser Grundlage baute er die neue Librairie Polytechnique als Privatunternehmen auf, welche den Werken der Ingenieurkunst und Architektur zur Verfügung stand und von ihm zu voller Blüte geführt wurde."
73802,"Bernhard Georg Orion","Nach juristischen Studien in Marburg und Zürich wurde er zum Staatsanwalt in Chur ernannt, war Mitglied des Großen Rates und kam 1863 in den kantonalen Erziehungsrat, dessen Präsident er 1864 wurde."
73803,"Berri Julie","Als neuntes Kind des Architekten Melchior B. und von Burckhardts ältester Schwester Margaretha wuchs sie im Kreis ihrer zahlreichen Geschwister auf. Der frühe und plötzliche Tod des Vaters warf einen Schatten auf ihr Leben. Bald nach dem Hinschied ihrer Mutter heiratete sie Fritz Hagenbach und war, bei kinderloser Ehe, mit dessen Familie eng verbunden. Die letzten Jahrzehnte ihres Lebens bewohnte sie das sogenannte Brunnschweilerhaus in der Hebelstraße, den Sammelpunkt für den weiten Kreis ihrer Verwandten."
73804,"Burckhardt-Burckhardt Carl","Einziger Sohn eines wohlhabenden Basler Bandfabrikanten, begann er seine juristischen Studien in Basel, wo er Jacob Burckhardts Vorlesungen besuchte. 1851 bis 1854 setzte er seine wissenschaftliche Ausbildung in Heidelberg und Berlin fort. Größeren Reisen im deutschen Sprachgebiet folgten Aufenthalte in Paris und London, während später Italien vorgezogen wurde. Nach der Rückkehr in die Vaterstadt begann der allmähliche Eintritt in richterliche Ämter. 1862 erfolgte derjenige in den Großen Rat, 1867 in den Kleinen Rat, wo B. vor allem im Justiz-und Erziehungskollegium tätig war. Maßgebend war seine Funktion in der Universitätskuratel, deren Präsidium er 1874 als Nachfolger seines Onkels, des Ratsherrn Wilhelm Vischer antrat und bis 1890 versah. Nach Abdankung des Ratsherrnregimentes noch bis 1881 in der Regierung als Vorsteher des Justizdepartements ausharrend, verteidigte er im verspäteten Basler Kulturkampf mit Überzeugung die Rechte der befehdeten konfessionellen Minderheiten."
73805,"Ludwig Friedländer","Ludwig Henrich Friedlaender was a German philologist.
He studied at the universities of his hometown Königsberg, Leipzig, and Berlin from 1841 to 1845. In 1847 he became privat-docent of classical philology at Königsberg, in 1856 assistant professor, and in 1858 professor.
He retired in 1892 to Strasbourg, where he was honorary professor at its university.
Although Jewish, he embraced Christianity."
73806,"Frederic I de Baden","Frederick I was the sixth Grand Duke of Baden from 1856 to 1907."
73807,"Lang Henri","Jüngstes von zahlreichen Geschwistern, verlor L. früh seinen Vater. Er trat nach einer kaufmännischen Lehre in die von seinem älteren Bruder Rudolf gegründete Basler Kunsthandlung an der Freien Straße ein, die er bis 1910 allein weiterbetrieb. Seiner Geschäftsführung wurde nicht nur große Sachkenntnis, sondern auch Gediegenheit und Ehrlichkeit nachgerühmt. Insbesondere genoß er das volle Vertrauen Burckhardts, der seinerseits ihn regelmäßig beriet. Lang bedauerte die Entfremdung zwischen Burckhardt und Arnold Böcklin, dennoch sah er nicht in Burckhardt den Verantwortlichen von Böcklins Misserfolg in Basel."
73808,"Rochus von Liliencron","Rochus Wilhelm Traugott Heinrich Ferdinand Freiherr von Liliencron was a Germanist and historian, known for his collection of German Volkslieder, published in five volumes in 1865-1869, and as the editor of the biographical reference work Allgemeine Deutsche Biographie, published 1875-1912."
73809,"Oeri Daniel","Jüngerer Bruder von Burckhardts Schwager Joh. Jak. Oeri, besuchte er in Lausanne die Schule und wandte sich trotz Neigung zur Mathematik dem kaufmännischen Berufe zu, ohne von Erfolg begleitet zu sein. Als Hauptmann machte er den Sonderbundskrieg mit und lebte später in Zürich."
73810,"von Regenauer Eugen","Geboren in Karlsruhe als Sohn des späteren Staatsministers, trat er nach Studien in Heidelberg und München in den Dienst des badischen Staates, wo ihm Aufgaben des Finanz- und Zollwesens anvertraut wurden. Schon 1857 Ministerialrat, organisierte er nach 1870 das indirekte Steuerwesen in Elsaß-Lothringen, kehrte 1872 nach Karlsruhe als Steuerdirektor zurück und war vom Herbst 1880 an Präsident der neugebildeten Generalintendanz der großherzoglichen Civilliste."
73811,"Jean Paul Richter","Geboren in Dresden als Sohn eines hohen sächsischen Geistlichen, begann er in Leipzig mit der Theologie, ging dann aber zur Kunstgeschichte über. Nachdem sich sein Interesse auf die italienische Kunst vor allem der Renaissance und des Barock konzentriert hatte, gelang es ihm nach 1877, in England festen Fuß zu fassen. Nicht nur bei der Leitung der National Gallery, sondern auch bei Besitzern großer Privatsammlungen erwarb er sich als Fachmann großes Vertrauen, sodass er zu Expertisen und Inventaren herangezogen wurde. Beschäftigung mit dem handschriftlichen Nachlass Leonardo da Vincis brachte ihn in Berührung mit Heinrich von Geymüller, als deren Ergebnis eine zweibändige Edition von Leonardos Schriften (1883/84) vorliegt. Von weiteren Publikationen sind neben Studien über die Italiener in der National Gallery vor allem eine Monographie über die Mosaiken von S. Maria Maggiore und eine zweibändige Bearbeitung der Londoner Mond Collection zu nennen. Methodisch stand er in der Nachfolge von Giovanni Morelli, mit dem er in intensivem Briefwechsel stand."
73812,"Ernst Wagner","Ernst Hermann Wagner war als Prähistoriker in Baden tätig."
73813,"Wilhelm Wattenbach","Wilhelm Wattenbach, was a German historian.
He was born at Rantzau in Holstein. He studied philology at the universities of Bonn, Göttingen and Berlin, and in 1843 he began to work upon the Monumenta Germaniae Historica. In 1855 he was appointed archivist at Breslau; in 1862 he became professor of history at Heidelberg, and ten years later professor at Berlin, where he was a member of the directing body of the Monumenta and a member of the Academy. He died at Frankfurt. Wattenbach was distinguished by his thorough knowledge of the chronicles and other original documents of the Middle Ages, and his most valuable work was done in this field."
73814,"Burckhardt-Bischoff Adolf","Nach dem Besuch der Basler Schulen und des Pädagogiums absolvierte B. von 1843 an eine kaufmännische Lehre und trat, nach mehrjährigen Reisen im Ausland, 1852 in das Basler Bankhaus Ehinger ein, zog sich aber vom aktiven Geschäftsleben schon 1861 zurück. Seine ausgebreiteten Kenntnisse des Bank- und Münzwesens stellte er in den Dienst der Öffentlichkeit, indem er durch Finanzstudien, aber auch persönlich als Mitglied eidgenössischer Delegationen bahnbrechend bei der Einführung der Goldwährung in der Schweiz nach französischem System, bei der Gründung der lateinischen Münzunion zwischen Frankreich, Belgien, Italien und der Schweiz und nicht zuletzt als frühzeitiger Befürworter einer zentralen schweizerischen Notenemissionsbank hervortrat."
73815,"Burckhardt-Finsler Albert","Albert Burckhardt-Finsler war ein Schweizer Historiker und Politiker (FDP).
Albert Burckhardt, der Sohn eines Pastetenbäckers in Basel, absolvierte nach dem Gymnasium zuerst ein Rechtsstudium in Basel und Leipzig, das er 1878 mit der Promotion zum Dr. iur. abschloss. Anschliessend studierte er Geschichte an der Universität Zürich. 1882–1892 wirkte er als Gymnasiallehrer für Geschichte und Geografie in Basel. Zudem war er ab 1880 Privatdozent für Geschichte und 1890–1905 ausserordentlicher Professor für Schweizergeschichte an der Universität Basel. Darüber hinaus wirkte er 1883–1902 als Konservator der Mittelalterlichen Sammlung bzw. des 1894 eröffneten Historischen Museums.
Albert Burckhardt war auch politisch aktiv. 1893–1902 sass er im Grossen Rat des Kantons Basel-Stadt. 1902 wurde er zum Regierungsrat gewählt, ein Amt, das er bis 1910 innehatte."
73817,"Burckhardt-Brenner Fritz","Geboren im basellandschaftlichen Sissach, wo sein Vater als Statthalter tätig war, besuchte B. nach der politisch bedingten Übersiedelung der Familie in die Stadt die Schulen Basels und vermochte dank der finanziellen Hilfe eines Verwandten das Studium der Mathematik und der Naturwissenschaften zu ergreifen. Aktives Mitglied des Schweizerischen Zofingervereins, setzte er sein Studium in Genf fort und unternahm eine große Fußreise nach Oberitalien und Tirol. Nach weiteren Semestern am Polytechnikum in Karlsruhe und in Berlin wurde er aus Anlass der Basler Schulreform nach Basel zurückberufen, um anstelle Wilhelm Schmidlins den Mathematikunterricht am Gymnasium zu übernehmen. Dem geselligen Leben seiner Vaterstadt zugetan, gehörte er zu den Initiatoren der seit 1860 zu Ehren des Dichters J. P Hebel jährlich abgehaltenen «Hebelmähli» in Hausen, trug auch Wesentliches zum Gelingen des Basler Universitätsjubiläums desselben Jahres bei, weswegen er den Doctor h. c. zugesprochen erhielt. In Anerkennung seiner pädagogischen Erfolge am Gymnasium zum Extraordinarius für Physik gewählt, wurde er gleich darauf (1869) zum Rektor der Gewerbeschule (Realgymnasium), 1875 zum Rektor des Humanistischen Gymnasiums ernannt, dessen naturwissenschaftliches Lehrprogramm im Hinblick auf die Medizinalprüfungen revidiert werden mußte. Auch das Basler Pädagogium kam unter seine, des Naturwissenschafters, Leitung; aus jenen Jahren datiert sein intensiver Kontakt mit dem Schweiz. Gymnasiallehrerverein. So stand er bereit, den von der radikalen Partei Wilhelm Kleins ausgehenden Angriff auf das Basler Humanistische Gymnasium abzuwehren, was schließlich in Form des vom damaligen Vorsteher des Basler Erziehungswesens Paul Speiser vorgelegten und in Kraft tretenden Schulgesetzes von 1880 geschah. Eine lange Serie wissenschaftlicher Publikationen und Mitteilungen, hauptsächlich für das Forum der Basler Naturforschenden Gesellschaft, bezeugt seinen Sinn für disziplinierte Darstellung und die Vielfalt der von ihm gepflegten Interessen."
73818,"von Cotta Carl","Der jüngste Sohn des Stuttgarter Verlegers Johann Georg v. Cotta übernahm nach juristischer und buchhändlerischer Ausbildung die väterliche Firma, zuerst zusammen mit seinem Vetter Hermann v. Reischach, seit 1876 als alleiniger Geschäftsführer. Veränderungen im Verlagswesen der Zeit verlangten von ihm Neudispositionen im Verlagsprogramm, die eine Modernisierung und Konzentration vor allem auf wissenschaftliche Bücher (Naturwissenschaften, Geschichte) zur Folge hatten; von neuen Klassikern wurde Grillparzer herausgegeben. Als letzter Vertreter der Familie hielt er die Tradition der Firma aufrecht; nach seinem Tod kam der Verlag in die Hände der Brüder Kröner."
73819,"Fabi-Altini Francesco","Geboren in Fabriano, trat er in die römische Werkstatt von Pietro Tenerani, wo er seinen dem Naturstudium keinesfalls abgeneigten klassizistischen Stil bildete. Seit 1850 schuf er vor allem Statuen und Grabstelen für italienische Friedhöfe, namentlich diejenigen Roms («La meditazione», «La preghiera»). Zu seinen Werke zählen außerdem die Figur des S. Simeone an der Fassade von S. Paolo fuori le mura und die allegorische Statue des Mai für Bolivar-Monument in Lima (Peru)."
73820,"Fininger-Eglin Maria Magdalena","Tochter eines Basler Zimmermeisters, in erster Ehe mit dem Seidenfärber Rudolf Wegner verheiratet, verlor sie 1869 auf tragische Weise ihren zweiten Gatten, den Ratsherrn Leonhard Fininger."
73821,"Wilhelm von Giesebrecht","Friedrich Wilhelm von Giesebrecht was a German historian."
73822,"Habich Edward","Geboren zu Veckerhagen, als Kaufmann zuerst im Weinhandel in Frankfurt a. M. und Paris tätig, später Besitzer einer Brauerei in Boston, erwarb er, beraten durch Giovanni Morelli, allmählich eine große Kunstsammlung, die zeitweise der Kasseler Galerie als Depositum überlassen, in ihren verschiedenen Teilen jedoch vor der Jahrhundertwende versteigert wurde."
73823,"Jonelli Arnold","Geboren in Wangen a. d. Aare als Sohn eines Lehrers aus gutem Simmentaler Geschlecht, begann er nach humanistischer Schulausbildung in Biel und Bern in der letztern Stadt 1856 sein Theologiestudium, wo er es nach einigen in Basel zugebrachten Zwischensemestern 1860 vollendete. Seine erste Pfarrstelle versah er in der freiburgischen Diasporagemeinde St. Antoni bis 1866, worauf er die bernische Gemeinde Roggwil übernahm. Eine längere Studienreise durch Deutschland 1864 hatte ihn mit weiteren Zentren des evangelischen Kirchenlebens vertraut gemacht. 1873 wurde er Hausvater des Basler Alumneums für theologische Studenten; seine Gattin, eine Tochter von Burckhardts Jugendfreund Johannes Riggenbach stand ihm dabei zur Seite. Als Hans Ludwig v. Wurstemberger, der erste Redaktor der Allgemeinen Schweizer Zeitung, des neugegründeten Organs des protestantisch-konservativen «Eidgenössischen Vereins», zum Rücktritt gezwungen wurde, übernahm 1874 der journalistisch bereits treffiich ausgewiesene J. die Leitung des Blattes. Dies wurde schließlich nach Aufgabe der HausvatersteIle am Alumneum sein Hauptberuf, wobei er sich als ein überaus kämpferischer und schlagfertiger politischer Streiter erwies, dem es an weitblickender Scharfsicht keineswegs mangelte."
